id,timestamp,source,rating,feedback_text,sentiment,category,issue_summary
2364,2024-02-03 18:30:00,survey_comment,3,The map screen freezes and I cannot place an order (order #859461),negative,App Bug,"Map screen freezes, preventing order placement."
1633,2024-03-09 18:30:00,survey_comment,2,The map screen freezes and I cannot place an order Agent Arjun was handling it.,negative,App Bug,"Map screen freezes, preventing order placement."
1649,2024-02-15 00:00:00,support_ticket,,Login button does nothing on the latest update (order #357516),negative,App Bug,Login button is unresponsive after update.
1451,2024-03-01 18:30:00,app_store_review,3,Customer care kept me on hold for 40 minutes then disconnected - my fruits order in Bangalore!!!!,negative,Staff/Support,Customer care kept user on hold and then disconnected.
1798,22/03/2024,survey_comment,2,The invoice amount does not match what the app showed me (order #115267),negative,Billing,Invoice amount does not match app display.
1356,N/A,app_store_review,2,Food was spilled all over the bag when it reached me (order #966582),negative,Delivery,Food was spilled in the bag upon delivery.
1114,2024-03-11 18:30:00,survey_comment,1,Payment failed but money got deducted from my account (order #605612),negative,Billing,Payment failed but money was deducted.
1328,2024-02-26 18:30:00,app_store_review,3,Nobody from support replied to my three emails - my groceries order in Pune,negative,Staff/Support,Support did not reply to emails.
1081,2024-03-10 18:30:00,survey_comment,1,Login button does nothing on the latest update - my biryani order in Kolkata,negative,App Bug,Login button is unresponsive after update.
1011,N/A,survey_comment,,"Love this app, ordering is so smooth and fast (order #267753)",positive,Other,App provides smooth and fast ordering.
1943,2024-02-14 18:30:00,survey_comment,3,WORKS FINE FOR ME MOST OF THE TIME,neutral,Other,App works fine most of the time.
1366,2024-01-22 18:30:00,app_store_review,2,Order marked delivered but nothing arrived at my place. This is the fourth time.,negative,Delivery,Order marked delivered but not received.
1901,2024-01-03 18:30:00,support_ticket,2,"Package was left at the wrong door, I never received it (order #825657)",negative,Delivery,"Package left at wrong door, not received."
1878,2024-08-02 18:30:00,survey_comment,3,"Package was left at the wrong door, I never received it (order #220607)",negative,Delivery,"Package left at wrong door, not received."
1187,2024-02-15 01:21:07,support_ticket,2,"CANNOT ADD ADDRESS, THE SAVE BUTTON IS GREYED OUT",negative,App Bug,Unable to add address due to greyed-out save button.
1139,28/02/2024,app_store_review,,"  Five stars, the app is fantastic and reliable (order #362147)   ",positive,Other,App is fantastic and reliable.
2409,2024-03-20 18:30:00,app_store_review,,"Five stars, the app is fantastic and reliable. This is the fourth time.",positive,Other,App is fantastic and reliable.
1845,2024-01-01 18:30:00,survey_comment,2,Nobody from support replied to my three emails - my biryani order in Chennai,negative,Staff/Support,Support did not reply to emails.
1719,14/01/2024,app_store_review,1,"ITEMS WERE MISSING FROM MY DELIVERY, GOT ONLY HALF THE ORDER AGENT NEHA WAS HANDLING IT.",negative,Delivery,Items missing from delivery.
1723,2024-02-09 18:30:00,survey_comment,,Login button does nothing on the latest update (order #419736),negative,App Bug,Login button is unresponsive after update.
1927,2024-02-18 18:30:00,survey_comment,,Got charged for a subscription I cancelled last month (order #409967)!!!!,negative,Billing,Charged for a cancelled subscription.
1854,2024-03-19 18:30:00,support_ticket,2,Why is there a service fee I never agreed to on my bill (order #973073),negative,Billing,Unagreed service fee on bill.
1636,2024-03-17 18:30:00,survey_comment,3,Driver could not find my building and just cancelled. This is the fourth time.,negative,Delivery,Driver cancelled order after failing to find building.
2333,2024-02-16 18:30:00,survey_comment,1,The new version drains my battery so fast - my groceries order in Hyderabad,negative,App Bug,New app version drains battery quickly.
1650,N/A,support_ticket,3,Why is there a service fee I never agreed to on my bill (order #928028),negative,Billing,Unagreed service fee on bill.
1173,2024-01-14 18:30:00,app_store_review,2,"I was charged twice for the same order, please refund the extra amount (order #449218)",negative,Billing,Charged twice for the same order.
1787,2024-02-03 14:21:15,survey_comment,1,"Cannot add address, the save button is greyed out (order #107804)",negative,App Bug,Unable to add address due to greyed-out save button.
1730,2024-01-27 18:30:00,support_ticket,,"Five stars, the app is fantastic and reliable - my milk order in Hyderabad",positive,Other,App is fantastic and reliable.
2238,2024-02-27 18:30:00,app_store_review,2,Notifications stopped working after the update Agent Vikram was handling it.,negative,App Bug,Notifications stopped working after update.
1456,N/A,support_ticket,1,The new version drains my battery so fast - my biryani order in Bangalore,negative,App Bug,New app version drains battery quickly.
1020,28/03/2024,support_ticket,1,The map screen freezes and I cannot place an order Agent Vikram was handling it.,negative,App Bug,"Map screen freezes, preventing order placement."
1616,2024-01-26 18:30:00,app_store_review,5,"GREAT EXPERIENCE OVERALL, FOOD ALWAYS FRESH AGENT VIKRAM WAS HANDLING IT.",positive,Other,Great experience with fresh food.
2183,2024-03-11 18:30:00,support_ticket,1,Thank you to the agent Priya who handled my complaint so well (order #523709),positive,Staff/Support,Agent Priya handled complaint well.
2264,N/A,support_ticket,3,Chat suppooort gave me copy paste answers that did not help - my sushi order in Kolkata,negative,Staff/Support,Chat support provided unhelpful copy-paste answers.
1105,2024-01-26 00:00:00,support_ticket,5,"Five stars, the app is fantastic and reliable (order #251716)",positive,Other,App is fantastic and reliable.
2783,2024-02-24 16:08:08,survey_comment,1,The store staff was friendly when I picked up my order (order #413048),positive,Staff/Support,Store staff was friendly during pickup.
1317,2024-01-25 04:25:34,app_store_review,2,Nobody from support replied to my three emails Agent Rahul was handling it.,negative,Staff/Support,Support did not reply to emails.
2353,2024-02-25 16:04:26,app_store_review,3,The new version drains my battery so fast - my milk order in Kolkata,negative,App Bug,New app version drains battery quickly.
1044,2024-05-02 18:30:00,app_store_review,2,"Package was left at the wrong door, I never received it Agent Neha was handling it.",negative,Delivery,"Package left at wrong door, not received."
1333,2024-01-20 18:30:00,app_store_review,,Why is there a service fee I never agreed to on my bill Agent Anil was handling it.,negative,Billing,Unagreed service fee on bill.
1342,2024-02-04 00:00:00,app_store_review,2,Login button does nothing on the latest update (order #122977),negative,App Bug,Login button is unresponsive after update.
2113,N/A,support_ticket,2,The support agent was very helpful and solved my issue quickly - my milk order in Pune,positive,Staff/Support,Support agent was helpful and resolved the issue quickly.
2168,2024-02-29 18:30:00,support_ticket,1,Waited two hours and the order was finally cancelled by the app. This is the fourth time.!!!!,negative,Delivery,Order cancelled by app after two-hour wait.
1010,N/A,support_ticket,1,Search bar shows no results even for items that exist Agent Sana was handling it.,negative,App Bug,Search bar shows no results for existing items.
1747,2024-03-17 00:00:00,survey_comment,2,The store staff was friendly when I picked up my order (order #372235),positive,Staff/Support,Store staff was friendly during pickup.
1826,N/A,survey_comment,5,"Best delivery service in my city, never had an issue (order #228864)",positive,Delivery,Best delivery service with no issues.
1579,N/A,support_ticket,5,"Great experience overall, food always fresh (order #348636)",positive,Other,Great experience with fresh food.
1211,2024-01-10 18:30:00,app_store_review,2,Coupon SAVE50 did not apply at checkout and I paid full price. This is the fourth time.,negative,Billing,Coupon did not apply at checkout.
2169,2024-02-16 00:00:00,survey_comment,,App stuck on loading screen for 5 minutes then closed. This is the first time.,negative,App Bug,App stuck on loading screen and then closed.
2225,2024-01-12 18:30:00,support_ticket,5,"Best delivery service in my city, never had an issue (order #962392)!!!!",positive,Delivery,Best delivery service with no issues.
1460,2024-01-03 00:00:00,support_ticket,3,THE NEW VERSION DRAINS MY BATTERY SO FAST. THIS IS THE FIRST TIME.,negative,App Bug,New app version drains battery quickly.
1052,2024-01-05 18:30:00,app_store_review,1,The store staff was friendly when I picked up my order (order #773971),positive,Staff/Support,Store staff was friendly during pickup.
2010,2024-03-05 18:30:00,app_store_review,2,"I was charged twice for the same order, please refund the extra amount (order #958311)",negative,Billing,Charged twice for the same order.
1455,N/A,survey_comment,2,Driver could not find my building and just cancelled (order #343977),negative,Delivery,Driver cancelled order after failing to find building.
1457,2024-03-27 18:30:00,app_store_review,2,Nobody from support replied to my three emails - my sushi order in Bangalore,negative,Staff/Support,Support did not reply to emails.
1049,2024-01-23 00:00:00,app_store_review,2,My order arrived almost an hour late and the food was cold (order #540552),negative,Delivery,Order arrived late and food was cold.
1554,2024-08-31 18:30:00,support_ticket,,Driver could not find my building and just cancelled Agent Vikram was handling it.,negative,Delivery,Driver cancelled order after failing to find building.
2328,2024-02-02 18:30:00,app_store_review,1,Login button does nothing on the latest update (order #130221),negative,App Bug,Login button is unresponsive after update.
1984,2024-01-07 18:30:00,support_ticket,1,Nobody from support replied to my three emails - my pizza order in Chennai,negative,Staff/Support,Support did not reply to emails.
1306,2024-02-02 18:30:00,survey_comment,1,My order arrived almost an hour late and the food was cold (order #434198),negative,Delivery,Order arrived late and food was cold.
1646,2024-03-08 18:30:00,survey_comment,,"Best delivery service in my city, never had an issue. This is the second time.",positive,Delivery,Best delivery service with no issues.
